id,created_at,user_name,text,lang
1410323062076186626,2021-06-30 19:43:15+00:00,"R. Chitwood, Ph.D. (not a physician) 🇺🇸",RT @Perpetualmaniac: GPL licensed free software explicitly bans the use of their code in commercial products. Microsoft used this code anyw…,en
1410323051892314114,2021-06-30 19:43:12+00:00,Jeff Cline,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323049363148802,2021-06-30 19:43:12+00:00,Prudence,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322914004586497,2021-06-30 19:42:39+00:00,Mike Lindgren,"somewhere, sometime, someone decided that Adobe Acrobat and Microsoft Word should be the twin software engines of b… https://t.co/0DQhEOc4WM",en
1410322886137585665,2021-06-30 19:42:33+00:00,Cali-Conservative,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322838003847169,2021-06-30 19:42:21+00:00,Roland Bullivant,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322799139360771,2021-06-30 19:42:12+00:00,tforthelma,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322717543383042,2021-06-30 19:41:53+00:00,J Nilsson,"Word! ""I truly hope those inconsistencies will be cleared up. Much like @panos_panay said about Windows being a hom… https://t.co/mfEdPu4cVS",en
1410322704272592896,2021-06-30 19:41:49+00:00,President Dr 12.1KGator PhD,RT @RWMaloneMD: Back home from interviews with @glennbeck and #EpicTimes today.  Thanks to all for your support.  I suppose getting #censor…,en
1410322642242920452,2021-06-30 19:41:35+00:00,Susan,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322480657408000,2021-06-30 19:40:56+00:00,Bleed,"@DennisRiha @Charlie04312255 @jbonapa1 @VGC_News No, his point is simply that Microsoft has a lot of money. So much… https://t.co/lXLXgXMeUX",en
1410322442631983109,2021-06-30 19:40:47+00:00,Felix Jnr Townsend,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322414328860672,2021-06-30 19:40:40+00:00,Rolanright,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322381499863043,2021-06-30 19:40:32+00:00,Bongo,"@nayyar_archit You can be using Microsoft software and be a partner. White papers don't translate to revenue. 

Car… https://t.co/MCWConoVFH",en
1410322377397866497,2021-06-30 19:40:31+00:00,Sophos Support,@frakker84 The issues seemed to be caused by the Microsoft/O365 side. ^EO,en
1410322336700637185,2021-06-30 19:40:22+00:00,rush,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322321336901635,2021-06-30 19:40:18+00:00,𝔽𝕝𝕦𝕥𝕥𝕖𝕣𝔽𝕏(ライオンの目),RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322264998952961,2021-06-30 19:40:05+00:00,Workforce Logiq,"Hybrid work is making its way to big #tech, but contract workers in the industry might not be so lucky as these ben… https://t.co/KrLMzCW3Y8",en
1410322198141747211,2021-06-30 19:39:49+00:00,Deplorably Logical,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410322183792979970,2021-06-30 19:39:45+00:00,EverNewEcoN,"https://t.co/uwVHqK3NnV

i THINK he said something apologetic for corruption.
however, i don't do this… https://t.co/C0wdNYby72",en
1410322161990963202,2021-06-30 19:39:40+00:00,Zach Vorhies,GPL licensed free software explicitly bans the use of their code in commercial products. Microsoft used this code a… https://t.co/v057eFqhG5,en
1410322141954838535,2021-06-30 19:39:35+00:00,Retro Complex 🇵🇷,@pandaman5ooo @SmashJT And yet we let the Ouya be and die right? Same with stadia and others right? Once more we ne… https://t.co/IfAIJFY0KK,en
1410322141845803009,2021-06-30 19:39:35+00:00,Blasmo Is A Femboy,@_katiemichelle_ @abel_tay @delclay23 @IGN Why release a game on a platform that excludes themselves from you? Plus… https://t.co/uDg4g2Ho9f,en
1410322097688256518,2021-06-30 19:39:25+00:00,Dan Kraus,"@JLDonaldson_ @obi_juanita @mharm6 @James21700046 @suzb_00 @Acyn The best way I've heard it described, and I'm para… https://t.co/eznPeUZoVb",en
1410322091140919299,2021-06-30 19:39:23+00:00,Rebeka,"@over_overlord @Pain_infinitee @Suryadeepto06 @tomwarren Microsoft greedy so I'm going to buy a MacBook, was that a joke?",en
1410321893639458819,2021-06-30 19:38:36+00:00,VIIXXIVXCI ♌︎,Apple snatched their yearly $75.00 from my ass for my Microsoft office prescription 😒 I hate when they get their mo… https://t.co/b6JJypSWem,en
1410321863037829124,2021-06-30 19:38:29+00:00,Lisa,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
